name,phe,icon
"Chicken, broilers or fryers, back, meat and skin, cooked, roasted",996,🌱
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, flour",1071,🌱
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, roasted",1007,🌱
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, batter",874,🌱
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed",911,🌱
"Chicken, broilers or fryers, light meat, meat and skin, raw",788,🌱
"Chicken, liver, all classes, cooked, simmered",116,🌱
"Chicken, liver, all classes, raw",824,🌱
"Chicken, broilers or fryers, giblets, cooked, fried",148,🌱
"Chicken, broilers or fryers, giblets, raw",81,🌱
"Chicken, broilers or fryers, skin only, cooked, roasted",687,🌱
"Chicken, broilers or fryers, skin only, cooked, stewed",514,🌱
"Chicken, heart, all classes, cooked, simmered",1183,🌱
"Chicken, broilers or fryers, meat only, cooked, roasted",1148,🌱
"Chicken, broilers or fryers, meat only, raw",849,🌱
"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",105,🌱
"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour",1133,🌱
"Chicken, broilers or fryers, meat only, cooked, fried",1217,🌱
"Chicken, broilers or fryers, meat and skin, cooked, stewed",959,🌱
"Chicken, broilers or fryers, meat and skin and giblets and neck, raw",718,🌱
"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",918,🌱
"Oil, apricot kernel",0,🌱
"Oil, almond",0,🌱
"Oil, corn, industrial and retail, all purpose salad or cooking",0,🌱
"Oil, walnut",0,🥜
"Oil, safflower, salad or cooking, linoleic, (over 70%)",0,🌱
"Oil, sunflower, linoleic, (approx. 65%)",0,🌱
"Oil, cottonseed, salad or cooking",0,🌱
"Oil, grapeseed",0,🍇
"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",0,🌱
"Margarine, regular, hard, soybean (hydrogenated)",41,:cake:
"Salad dressing, italian dressing, commercial, regular",11,🌱
"Oil, wheat germ",0,🌱
"Oil, sesame, salad or cooking",0,🥗
"Oil, palm",0,🍛
"Oil, sunflower, linoleic (less than 60%)",0,🌱
"Oil, rice bran",0,🌱
"Salad dressing, mayonnaise, soybean and safflower oil, with salt",57,🌱
"Salad dressing, thousand island dressing, reduced fat",0,🌱
"Oil, soybean, salad or cooking, (partially hydrogenated)",0,🌱
"Salad dressing, mayonnaise, regular",57,🌱
"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",0,🌱
"Salad dressing, russian dressing, low calorie",22,🌱
"Salad dressing, sesame seed dressing, regular",86,🌱
"Babyfood, Baby MUM MUM Rice Biscuits",303,🍼
"Babyfood, fruit, banana and strawberry, junior",53,🌱
"Babyfood, banana with mixed berries, strained",35,🌱
"Babyfood, mashed cheddar potatoes and broccoli, toddlers",51,🍼
"Babyfood, cereal, rice, with bananas, dry",4,🍌
"Babyfood, dessert, dutch apple, junior",6,:apple:
"Babyfood, cereal, with egg yolks, strained",92,🍼
"Babyfood, cereal, rice, dry fortified",364,🍼
"Babyfood, cereal, rice, with applesauce and bananas, strained",58,🍼
"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",62,🍼
"Babyfood, cereal, mixed, dry fortified",672,🍼
"Babyfood, cereal, mixed, with applesauce and bananas, strained",63,🍼
"Babyfood, cereal, mixed, with bananas, dry",546,🍌
"Babyfood, vegetables, spinach, creamed, strained",96,🌱
"Spices, parsley, dried",1712,🌶
"Spices, pepper, black",446,🌶
"Spices, mustard seed, ground",1173,🌶
"Spices, curry powder",58,🌶
"Spices, dill seed",67,🌶
"Spices, ginger, ground",311,🌶
"Yogurt, Greek, nonfat, Fruit on Bottom, Pomegranate, CHOBANI",371,🌱
"Yogurt, Greek, Blueberry, CHOBANI",36,🌱
"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI",362,🌱
"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI",375,🌱
"Spices, caraway seed",867,🌶
"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI",398,🌱
"Yogurt, Greek, 2% fat, pineapple, CHOBANI",351,🌱
"Yogurt, Greek, plain, lowfat",286,🌱
"Yogurt, Greek, vanilla, nonfat",269,🌱
"Yogurt, vanilla, non-fat",269,🌱
"Cheese, mozzarella, low moisture, part-skim, shredded",1227,🧀
"Yogurt, Greek, strawberry, nonfat",238,🌱
"Cheese, cheddar, sharp, sliced",1259,🧀
"Egg, whole, raw, frozen, salted, pasteurized",577,🥚
"Egg, white, dried, stabilized, glucose reduced",5129,🥚
"Yogurt, plain, skim milk",313,🌱
"Yogurt, fruit, low fat,9 g protein/8 oz",217,🌱
"Yogurt, vanilla, low fat.",269,🌱
"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI",411,🌱
"Milk shakes, thick vanilla",186,🌱
"Milk, chocolate, lowfat, with added vitamin A and vitamin D",156,🌱
"Milk shakes, thick chocolate",147,🌱
"Milk, sheep, fluid",284,🌱
"Whey, acid, fluid",25,🍶
"Yogurt, plain, low fat",286,🌱
"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",364,🌱
"Milk, dry, whole, with added vitamin D",1271,🌱
"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D",155,🌱
"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",164,🌱
"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",1746,🌱
"Milk, buttermilk, fluid, cultured, lowfat",171,🌱
"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",168,🌱
"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",191,🌱
"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",174,🌱
"Milk, low sodium, fluid",15,🌱
"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D",168,🌱
"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",175,🍰
"Dessert topping, semi solid, frozen",67,🌱
"Sour cream, imitation, cultured",129,🍦
"Dessert topping, pressurized",53,🌱
"Dessert topping, powdered",263,🍰
"Yogurt, Greek, 2% fat, apricot, CHOBANI",359,🌱
"Milk, filled, fluid, with blend of hydrogenated vegetable oils",161,🌱
"Milk, filled, fluid, with lauric acid oil",161,🌱
"Cream, whipped, cream topping, pressurized",154,🍦
"Cream, fluid, heavy whipping",13,🍦
"Cream, fluid, light whipping",105,🌱
"Cheese, pasteurized process, swiss",1256,🧀
"Cream, fluid, light (coffee cream or table cream)",135,🌱
"Cheese, pasteurized process, pimento",1124,🧀
"Cheese food, cold pack, American",999,🧀
"Cheese, pasteurized process, American, fortified with vitamin D",939,🧀
"Cheese, port de salut",1323,🧀
"Cheese, tilsit",1358,🧀
"Cheese, provolone",1287,🧀
"Cheese, fontina",1497,🧀
"Cheese, parmesan, hard",1922,🧀
"Cheese, monterey",1289,🧀
"Cheese, mozzarella, part skim milk",1266,🧀
"Cheese, mozzarella, whole milk, low moisture",1127,🧀
"Cheese, mozzarella, whole milk",1011,🧀
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8 fat, choice, raw",9,🌱
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8 fat, choice, cooked, roasted",116,🌱
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8 fat, all grades, raw",958,🌱
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8 fat, select, raw",1063,🌱
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8 fat, select, cooked, roasted",1274,🌱
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",718,🌱
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0 fat, select, raw",718,🌱
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8 fat, select, raw",1021,🌱
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8 fat, all grades, cooked, roasted",1181,🌱
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",718,🌱
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",722,🌱
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, braised",1034,🌱
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0 fat, select, raw",727,🌱
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, braised",1083,🌱
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",665,🌱
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",655,🌱
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, braised",982,🌱
"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0 fat, select, raw",68,🌱
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, braised",1212,🌱
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",122,🌱
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",804,🌱
"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, braised",1226,🌱
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",937,🍖
"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0 fat, select, raw",827,🌱
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0 fat, select, raw",731,🌱
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",996,🌱
"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",806,🌱
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0 fat, choice, cooked, braised",1205,🌱
"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0 fat, select, cooked, braised",1248,🌱
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0 fat, select, raw",731,🌱
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",73,🌱
"Beef, chuck for stew, separable lean and fat, choice, raw",844,🌱
"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",729,🌱
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1299,🌱
"Beef, chuck for stew, separable lean and fat, select, raw",854,🍖
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0 fat, choice, raw",833,🌱
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0 fat, select, raw",827,🌱
"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0 fat, select, cooked, braised",1285,🌱
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0 fat, choice, raw",831,🌱
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0 fat, select, raw",829,🌱
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0 fat, all grades, raw",83,🌱
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",1089,🌱
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0 fat, select, cooked, braised",1251,🍖
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0 fat, choice, cooked, braised",1206,🍖
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1224,🌱
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0 fat, choice, raw",813,🌱
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0 fat, all grades, raw",767,🌱
"Fast foods, breakfast burrito, with egg, cheese, and sausage",576,🍔
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0 fat, choice, raw",755,🌱
"PIZZA HUT 14 Cheese Pizza, Stuffed Crust",64,🍕
"WENDY'S, DAVE'S Hot 'N Juicy 1/4 LB, single",558,🌱
"Fast Food, Pizza Chain, 14 pizza, cheese topping, stuffed crust",64,🍕
"POPEYES, Fried Chicken, Mild, Thigh, meat and skin with breading",725,🌱
"POPEYES, Fried Chicken, Mild, Drumstick, meat only, skin and breading removed",1014,🌱
"POPEYES, Fried Chicken, Mild, Wing, meat and skin with breading",78,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breading",828,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading",843,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading removed",1096,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading",796,🌱
"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat and skin with breading",657,🌱
"POPEYES, Fried Chicken, Mild, Breast, meat only, skin and breading removed",1108,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Skin and Breading",542,🍗
"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat only, skin and breading removed",857,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and breading removed",1006,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat only, skin and breading removed",871,🌱
"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and breading removed",1028,🌱
"TACO BELL, Taco Salad",34,🌮
"KFC, Popcorn Chicken",743,🌱
"TACO BELL, Bean Burrito",39,🌯
"TACO BELL, BURRITO SUPREME with beef",295,🌮
"TACO BELL, Soft Taco with steak",545,🌮
"BURGER KING, Chicken Strips",136,🌱
"TACO BELL, Soft Taco with chicken, cheese and lettuce",589,🌮
"BURGER KING, DOUBLE WHOPPER, with cheese",61,🍔
"BURGER KING, DOUBLE WHOPPER, no cheese",56,🍔
"BURGER KING, WHOPPER, no cheese",461,🍔
"BURGER KING, WHOPPER, with cheese",56,🍔
"WENDY'S, Ultimate Chicken Grill Sandwich",56,🌱
"WENDY'S, CLASSIC SINGLE Hamburger, no cheese",461,🍔
"WENDY'S, Homestyle Chicken Fillet Sandwich",51,🌱
"SUBWAY, roast beef sub on white bread with lettuce and tomato",522,🌱
"Pizza, cheese topping, rising crust, frozen, cooked",661,🌱
"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",431,🌱
"Fast foods, hamburger; single, regular patty; plain",67,🌱
"Fast foods, cheeseburger; single, regular patty; plain",755,🌱
"Buckwheat flour, whole-groat",495,🌾
"Bulgur, dry",58,🍚
"Buckwheat groats, roasted, cooked",133,🍚
"Syrup, NESTLE, chocolate",75,🌱
Arrowroot flour,12,🍞
"Amaranth grain, uncooked",542,🌾
"Candies, HERSHEYS, PAYDAY Bar",687,🌱
"Buckwheat groats, roasted, dry",461,🍚
"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",134,🌱
"Ice creams, regular, low carbohydrate, vanilla",157,🍦
"Snacks, pretzels, hard, plain, made with unenriched flour, salted",453,🥨
"Snacks, pretzels, hard, plain, made with unenriched flour, unsalted",453,🥨
"Snacks, trail mix, regular, with chocolate chips, unsalted nuts and seeds",687,🌱
"Snacks, trail mix, regular, unsalted",658,🍿
"Snacks, rice cakes, brown rice, sesame seed, unsalted",391,🍚
"Snacks, potato chips, plain, unsalted",31,🍟
"Snacks, sesame sticks, wheat-based, unsalted",545,🌱
"Puddings, vanilla, dry mix, regular, with added oil",13,🍮
"Snacks, corn cakes, very low sodium",408,🌽
"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0 fat, select, cooked, grilled",1324,🌱
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, unsalted",31,🌱
"Beef, round, top round, separable lean and fat, trimmed to 0 fat, choice, cooked, braised",139,🍖
"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0 fat, choice, cooked, grilled",1205,🌱
"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",1242,🌱
"Beef, round, top round, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",1407,🍖
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, grilled",1109,🌱
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, choice, cooked, roasted",1269,🌱
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, select, cooked, roasted",1464,🍖
"Beef, round, tip round, roast, separable lean only, trimmed to 0 fat, select, cooked, roasted",1081,🍖
"Beef, round, tip round, roast, separable lean only, trimmed to 0 fat, choice, cooked, roasted",1093,🍖
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",134,🍖
"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, roasted",1255,🍖
"Beef, round, bottom round, steak, separable lean only, trimmed to 0 fat, choice, cooked, braised",1307,🍖
"Beef, round, bottom round, roast, separable lean only, trimmed to 0 fat, choice, cooked, roasted",1076,🍖
"Beef, round, bottom round, roast, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",1096,🌱
"Beef, round, bottom round, steak, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1343,🍖
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0 fat, choice, cooked, roasted",1075,🌱
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0 fat, select, cooked, broiled",1095,🌱
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0 fat, choice, cooked, broiled",1095,🌱
"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0 fat, select, cooked, roasted",1109,🍖
"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",1326,🌱
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0 fat, all grades, cooked, broiled",1162,🌱
"Beef, chuck, blade roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",1074,🌱
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0 fat, all grades, cooked, roasted",1087,🌱
"Beef, chuck, arm pot roast, separable lean only, trimmed to 0 fat, select, cooked, braised",1318,🍖
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0 fat, select, cooked, roasted",917,🌱
"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, braised",1053,🌱
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",89,🌱
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0 fat, select, cooked, braised",1155,🍖
"Beef, brisket, whole, separable lean only, trimmed to 0 fat, all grades, cooked, braised",1175,🍖
"Beef, brisket, flat half, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",13,🌱
"Beef, chuck, arm pot roast, separable lean only, trimmed to 0 fat, choice, cooked, braised",1318,🍖
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0 fat, select, cooked",1273,🌱
"Beef, brisket, whole, separable lean and fat, trimmed to 0 fat, all grades, cooked, braised",1058,🌱
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",1033,🌱
"Sausage, beef, cured, cooked, smoked",508,🍖
"Beef, chopped, cured, smoked",756,🍖
"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0 fat, choice, raw",75,🌱
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0 fat, all grades, cooked",114,🌱
"Beef, cured, dried",1135,🍖
"Beef, cured, corned beef, canned",975,🍖
"Beef, brisket, flat half, separable lean only, trimmed to 0 fat, choice, cooked, braised",1288,🌱
"Beef, sandwich steaks, flaked, chopped, formed and thinly sliced, raw",635,🌱
"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0 fat, select, raw",82,🌱
"Beef, variety meats and by-products, spleen, cooked, braised",1008,🌱
"Seeds, breadfruit seeds, roasted",668,🍞
"Seeds, cottonseed kernels, roasted (glandless)",2029,🌱
"Nuts, pine nuts, dried",524,🌰
"Nuts, mixed nuts, oil roasted, with peanuts, without salt added",1182,🌱
"Nuts, pecans, oil roasted, without salt added",428,🥜
"Nuts, pine nuts, pinyon, dried",443,🌰
"Nuts, mixed nuts, oil roasted, without peanuts, without salt added",82,🌱
"Nuts, pilinuts, dried",497,🥜
"Nuts, mixed nuts, dry roasted, with peanuts, without salt added",10,🌱
"Nuts, ginkgo nuts, raw",171,🌰
"Nuts, hazelnuts or filberts, blanched",608,🥜
"Nuts, hazelnuts or filberts, dry roasted, without salt added",667,🌱
"Nuts, chestnuts, european, dried, unpeeled",27,🌱
"Nuts, hazelnuts or filberts",663,🥜
"Nuts, coconut cream, raw (liquid expressed from grated meat)",184,🌱
"Nuts, coconut meat, dried (desiccated), toasted",269,🌱
"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",131,🌱
"Nuts, coconut meat, dried (desiccated), sweetened, flaked, canned",17,🌱
"Nuts, cashew nuts, dry roasted, without salt added",791,🌱
"Nuts, chestnuts, european, raw, unpeeled",102,🌱
"Nuts, butternuts, dried",1442,🥜
"Nuts, chestnuts, european, raw, peeled",69,🌱
"Nuts, chestnuts, chinese, roasted",203,🌰
"Nuts, cashew nuts, oil roasted, without salt added",879,🌱
"Nuts, almonds, blanched",1156,🥜
"Nuts, acorns, dried",354,🌰
"Nuts, brazilnuts, dried, unblanched",639,🌱
"Nuts, acorn flour, full fat",328,🌰
"Seeds, sunflower seed kernels, oil roasted, without salt",1029,🌱
"Nuts, almonds",1132,🌱
"Seeds, sesame flour, low-fat",2658,🌱
"Seeds, sunflower seed kernels, dry roasted, without salt",992,🌱
"Seeds, safflower seed meal, partially defatted",1774,🌱
"Seeds, sesame meal, partially defatted",899,🌱
"Seeds, sunflower seed kernels, dried",1169,🌻
"Seeds, cottonseed flour, partially defatted (glandless)",255,🌱
"Seeds, pumpkin and squash seed kernels, roasted, without salt",1711,🌰
"Seeds, chia seeds, dried",1016,🌱
"Seeds, pumpkin and squash seed kernels, dried",1733,🌰
"Seeds, safflower seed kernels, dried",806,🌱
"Seeds, breadnut tree seeds, raw",282,🌰
"Turnips, cooked, boiled, drained, with salt",14,🌱
"Turnips, frozen, cooked, boiled, drained, with salt",3,🌱
"Yam, cooked, boiled, drained, or baked, with salt",69,🌱
"Seeds, breadnut tree seeds, dried",407,🌰
"Tomato products, canned, puree, with salt added",35,🍅
"Taro, cooked, with salt",28,🍠
"Tomato juice, canned, without salt added",26,🌱
"Taro, leaves, cooked, steamed, with salt",107,🌱
"Sweet potato, cooked, boiled, without skin, with salt",99,🍠
"Sweet potato, frozen, cooked, baked, with salt",103,🍠
"Succotash, (corn and limas), cooked, boiled, drained, with salt",245,🌱
"Squash, winter, hubbard, baked, with salt",58,🍠
"Squash, winter, hubbard, cooked, boiled, mashed, with salt",58,🍠
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt",4,🌱
"Squash, winter, butternut, frozen, cooked, boiled, with salt",48,🍠
"Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",24,🍝
"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, with salt",45,🌱
"Spinach, cooked, boiled, drained, with salt",134,🌱
"Squash, summer, scallop, cooked, boiled, drained, with salt",36,🌱
"Soybeans, green, cooked, boiled, drained, with salt",559,🍵
"Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",22,🌱
"Pumpkin, cooked, boiled, drained, with salt",23,🎃
"Potatoes, au gratin, home-prepared from recipe using margarine",254,🌱
"Potatoes, microwaved, cooked in skin, flesh, with salt",93,🌱
"Potatoes, scalloped, home-prepared with margarine",135,🌱
"Potatoes, microwaved, cooked, in skin, flesh and skin, with salt",109,🌱
"Pumpkin, canned, with salt",35,🎃
"Peas and onions, frozen, cooked, boiled, drained, with salt",92,🌱
"Peppers, sweet, red, cooked, boiled, drained, with salt",29,🌱
"Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt",29,🌱
"Potatoes, boiled, cooked without skin, flesh, with salt",76,🍠
"Peas and carrots, frozen, cooked, boiled, drained, with salt",113,🌱
"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",112,🌱
"Peas, mature seeds, sprouted, cooked, boiled, drained, with salt",325,🌱
"Onions, frozen, whole, cooked, boiled, drained, with salt",18,🌱
"Peas, edible-podded, cooked, boiled, drained, with salt",105,🌱
"Peas and carrots, canned, no salt added, solids and liquids",79,🌱
"Tomatoes, crushed, canned",4,🍅
"Tomatoes, orange, raw",3,🍅
"Carrot, dehydrated",251,🌱
"Mustard greens, frozen, cooked, boiled, drained, with salt",6,🌱
"Potatoes, o'brien, home-prepared",106,🥔
"Seaweed, spirulina, dried",2777,🌱
"Peppers, hot chili, green, raw",62,🌶
"Shallots, raw",81,🌱
Spinach souffle,406,🌱
"Seaweed, wakame, raw",112,🌱
"Squash, winter, all varieties, cooked, baked, without salt",35,🍠
"Squash, winter, all varieties, raw",57,🍠
"Corn pudding, home prepared",216,🍰
"Potatoes, mashed, home-prepared, whole milk added",89,🌱
"Squash, summer, all varieties, cooked, boiled, drained, without salt",32,🌱
"Leeks, (bulb and lower-leaf portion), freeze-dried",559,🌱
"Squash, summer, all varieties, raw",41,🌱
"Vinespinach, (basella), raw",85,🌱
"Beets, pickled, canned, solids and liquids",23,🍅
"Winged bean leaves, raw",188,🌱
"Vegetable juice cocktail, low sodium, canned",27,🌱
"Beets, harvard, canned, solids and liquids",24,🍅
"Turnip greens and turnips, frozen, unprepared",121,🌱
"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",12,🌱
"Turnip greens, frozen, unprepared",152,🌱
"Turnip greens, canned, solids and liquids",83,🌱
"Vegetables, mixed, frozen, unprepared",139,🌱
"Turnip greens, frozen, cooked, boiled, drained, without salt",206,🌱
"Turnip greens, cooked, boiled, drained, without salt",7,🌱
"Tomato products, canned, sauce, with tomato tidbits",28,🍅
Tomato powder,273,🍅
"Tomato products, canned, sauce, with onions, green peppers, and celery",21,🌱
"Turnips, raw",17,🌱
"Tomatoes, red, ripe, raw, year round average",27,🌱
"Tomatoes, green, raw",31,🌱
"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",13,🍅
"Tomato products, canned, puree, without salt added",34,🍅
"Potatoes, o'brien, frozen, unprepared",78,🥔
"Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated",123,🍟
"Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased",92,🍟
"Potatoes, o'brien, frozen, prepared",95,🥔
"Potatoes, canned, drained solids",63,🥔
"Potatoes, canned, solids and liquids",54,🥔
"Potatoes, au gratin, home-prepared from recipe using butter",254,🌱
"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",95,🌱
"Potatoes, mashed, dehydrated, flakes without milk, dry form",494,🥔
"Potatoes, boiled, cooked in skin, flesh, without salt",83,🌱
"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated",107,🍟
"Potatoes, boiled, cooked without skin, flesh, without salt",76,🌱
"Potatoes, microwaved, cooked in skin, flesh, without salt",93,🌱
"Potatoes, white, flesh and skin, baked",83,🍠
"Potatoes, red, flesh and skin, baked",91,🍠
"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",1,🍟
"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",28,🌶
