name,phe,icon
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, grilled",987,🌱
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8 fat, select, raw",828,🌱
"Chicken tenders, breaded, frozen, prepared",47,🌱
"Corn dogs, frozen, prepared",366,🌭
"Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick margarine from dry mix",288,🍝
"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",255,🍚
"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",692,🍝
"Lasagna with meat & sauce, frozen entree",299,🍝
"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",278,🌱
"Chicken pot pie, frozen entree, prepared",244,🌱
"Beef stew, canned entree",147,🍖
"Beef, corned beef hash, with potato, canned",229,🍖
"Lasagna, cheese, frozen, prepared",285,🍝
"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",409,🍔
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",155,🌱
"Fast foods, chicken tenders",1437,🌱
"BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese",542,🍔
"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",464,🌱
"Fast foods, hamburger; single, regular patty; double decker bun with condiments and special sauce",44,🌱
"BURGER KING, CROISSAN'WICH with Sausage and Cheese",587,🌱
"Fast Food, Pizza Chain, 14 pizza, cheese topping, regular crust",664,🌱
"PAPA JOHN'S 14 Cheese Pizza, Thin Crust",663,🌱
"LITTLE CAESARS 14 Pepperoni Pizza, Large Deep Dish Crust",661,🌱
"LITTLE CAESARS 14 Cheese Pizza, Thin Crust",963,🌱
"DOMINO'S 14 Cheese Pizza, Ultimate Deep Dish Crust",651,🌱
"PAPA JOHN'S 14 Pepperoni Pizza, Original Crust",655,🌱
"PAPA JOHN'S 14 The Works Pizza, Original Crust",52,🌱
"Fast foods, burrito, with beans, cheese, and beef",295,🌯
"PIZZA HUT 12 Super Supreme Pizza, Hand-Tossed Crust",545,🍕
"PIZZA HUT 12 Pepperoni Pizza, Hand-Tossed Crust",625,🍕
"PIZZA HUT 12 Pepperoni Pizza, Pan Crust",564,🍕
"Fast foods, croissant, with egg, cheese, and sausage",542,🍔
"Fast foods, sundae, hot fudge",152,🌱
"Fast foods, sundae, caramel",217,🌱
"Fast foods, egg, scrambled",75,🍳
"Fast foods, biscuit, with egg and ham",519,🍔
"Fast foods, biscuit, with egg and bacon",54,🍔
"Pasta, gluten-free, corn and rice flour, cooked",175,🌱
"Cake, pound, commercially prepared, fat-free",288,🌱
"Tortillas, ready-to-bake or -fry, corn, without added salt",285,🌽
"Cake, yellow, light, dry mix",221,🍰
"Tortillas, ready-to-bake or -fry, flour, without added calcium",435,🌮
"Pie, apple, commercially prepared, unenriched flour",88,🍎
"Beverages, water, bottled, POLAND SPRING",0,🍼
"Pie, fried pies, cherry",138,🍰
"English muffins, plain, unenriched, without calcium propionate (includes sourdough)",379,🍞
"Beverages, water, bottled, PERRIER",0,🌱
"Beverages, tea, black, brewed, prepared with tap water",0,🍵
"Shake, fast food, vanilla",169,🌱
"Beverages, Malted drink mix, natural, powder, prepared with whole milk",167,🥛
"Beverages, carbonated, pepper-type, contains caffeine",0,🌱
"Beverages, carbonated, grape soda",0,🌱
"Carbonated beverage, cream soda",0,🥤
"Beverages, Protein powder soy based",2958,🍶
"Alcoholic beverage, creme de menthe, 72 proof",0,🍸
"Snack, Pretzel, hard chocolate coated",191,🍫
"Snacks, shrimp cracker",367,🍤
"Snacks, granola bar, QUAKER, DIPPS, all flavors",2,🌱
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",289,🌱
"Snacks, brown rice chips",421,🍚
"Snacks, bagel chips, plain",684,🍞
"Snacks, pita chips, salted",642,🍟
"Formulated bar, high fiber, chewy, oats and chocolate",23,🌱
"Snacks, granola bar, chewy, reduced sugar, all flavors",72,🌱
"Snacks, granola bites, mixed flavors",77,🌱
"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",87,🌱
"Snacks, soy chips or crisps, salted",1371,🌱
"Popcorn, microwave, regular (butter) flavor, made with palm oil",426,🌱
"Formulated bar, POWER BAR, chocolate",74,🌱
"Snacks, popcorn, microwave, 94% fat free",529,🍿
"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Energy Bar, all flavors",976,🌱
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8 fat, select, raw",702,🌱
"Beef, round, tip round, roast, separable lean only, trimmed to 0 fat, all grades, raw",832,🍖
"Beef, round, tip round, roast, separable lean only, trimmed to 0 fat, choice, raw",82,🍖
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8 fat, choice, raw",716,🌱
"Beef, round, tip round, roast, separable lean only, trimmed to 0 fat, select, raw",844,🍖
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8 fat, choice, cooked, braised",1132,🌱
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0 fat, select, raw",843,🌱
"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8 fat, select, raw",881,🍖
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8 fat, all grades, cooked, broiled",1168,🌱
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8 fat, select, raw",876,🍖
"Beef, round, top round, steak, separable lean only, trimmed to 1/8 fat, select, raw",913,🍖
"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8 fat, choice, raw",9,🌱
"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8 fat, choice, cooked, braised",1352,🌱
"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8 fat, choice, cooked, broiled",1152,🌱
"Beef, tenderloin, steak, separable lean only, trimmed to 1/8 fat, choice, cooked, broiled",1146,🌱
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8 fat, choice, cooked, broiled",1166,🌱
"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",1075,🍖
"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",1028,🍔
"Beef, ground, 93% lean meat / 7% fat, raw",814,🌱
"Beef, ground, 97% lean meat / 3% fat, raw",858,🌱
"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",1017,🍔
"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",818,🌱
"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",1138,🌱
"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",1158,🍖
"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",801,🌱
"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",1159,🌱
"Beef, New Zealand, imported, striploin, separable lean and fat, raw",719,🌱
"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",708,🍖
"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",108,🌱
"Beef, New Zealand, imported, flat, separable lean and fat, raw",8,🌱
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",1165,🌱
"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",1217,🌱
"Beef, New Zealand, imported, bolar blade, separable lean and fat, raw",828,🌱
"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",578,🍖
"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",739,🍖
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",1163,🌱
"Beef, New Zealand, imported, sweetbread, cooked, boiled",487,🍖
"Beef, New Zealand, imported, subcutaneous fat, cooked",253,🍖
"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",1142,🌱
"Beef, New Zealand, imported, subcutaneous fat, raw",33,🍖
"Beef, New Zealand, imported, sweetbread, raw",448,🍖
"Beef, New Zealand, imported, ribs prepared, cooked, fast roasted",1059,🌱
"Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised",1161,🌱
"Beef, New Zealand, imported, manufacturing beef, raw",825,🍖
"Beef, New Zealand, imported, oyster blade, separable lean only, raw",849,🍖
"Beef, New Zealand, imported, knuckle, cooked, fast fried",107,🍔
"Beef, New Zealand, imported, intermuscular fat, cooked",307,🍖
"Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled",1217,🌱
"Beef, New Zealand, imported, intermuscular fat, raw",271,🍖
"Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled",1061,🌱
"Beef, New Zealand, imported, flat, separable lean only, raw",828,🍖
"Beef, New Zealand, imported, flank, separable lean only, raw",798,🍖
"Beef, New Zealand, imported, chuck eye roll, separable lean only, cooked, braised",1247,🌱
"Beef, New Zealand, imported, flank, separable lean only, cooked, braised",1195,🌱
"Beef, New Zealand, imported, flat, separable lean only, cooked, braised",1292,🌱
"Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised",1342,🍖
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, all grades, cooked, grilled",1266,🌱
"Beef, New Zealand, imported, brisket point end, separable lean only, raw",813,🌱
"Beef, New Zealand, imported, chuck eye roll, separable lean only, raw",1247,🍖
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8 fat, choice, raw",843,🌱
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, choice, cooked, grilled",1193,🌱
"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8 fat, select, raw",882,🌱
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, select, cooked, grilled",1399,🌱
"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",674,🌱
"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8 fat, choice, raw",83,🌱
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8 fat, select, raw",82,🌱
"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8 fat, choice, cooked, grilled",1069,🌱
"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8 fat, select, cooked, grilled",1069,🌱
"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, grilled",1099,🌱
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0 fat, choice, cooked, roasted",1165,🌱
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0 fat, select, cooked, roasted",1338,🌱
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",1226,🌱
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0 fat, all grades, raw",85,🌱
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8 fat, all grades, cooked, grilled",1043,🌱
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0 fat, select, cooked, grilled",1192,🌱
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, grilled",1074,🌱
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0 fat, select, cooked, roasted",1384,🌱
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0 fat, choice, cooked, grilled",1009,🌱
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0 fat, all grades, raw",1003,🌱
"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8 fat, select, cooked, roasted",1343,🌱
"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8 fat, all grades, raw",985,🌱
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",1268,🌱
"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8 fat, choice, cooked, roasted",1175,🌱
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0 fat, select, cooked, grilled",1451,🌱
"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8 fat, all grades, cooked, roasted",1234,🌱
"Guavas, common, raw",6,🍐
"Guavas, strawberry, raw",1,🌱
"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",12,🍇
"Grapefruit, sections, canned, light syrup pack, solids and liquids",34,🌱
"Grapefruit, raw, pink and red and white, all areas",38,🍇
"Grapefruit, raw, white, Florida",38,🌱
"Grapefruit, sections, canned, juice pack, solids and liquids",42,🌱
"Grapefruit, sections, canned, water pack, solids and liquids",35,🌱
"Goji berries, dried",271,🌱
"Figs, canned, extra heavy syrup pack, solids and liquids",9,🌱
"Figs, canned, heavy syrup pack, solids and liquids",9,🌱
"Figs, canned, light syrup pack, solids and liquids",1,🌱
"Figs, canned, water pack, solids and liquids",1,🌱
"Figs, raw",18,🌱
"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-top, without salt",88,🍚
"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microwaved, without salt",182,🍚
"Cereals, CREAM OF WHEAT, 1 minute cook time, dry",56,🍚
"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, microwaved, without salt",94,🍚
"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, stove-top, without salt",72,🍚
"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes",457,🌱
"Cereals ready-to-eat, RALSTON Corn Biscuits",403,🍞
"Pate, truffle flavor",582,🍽
"Salami, Italian, pork and beef, dry, sliced, 50% less sodium",868,🍖
"Macaroni and cheese loaf, chicken, pork and beef",497,🍝
"Frankfurter, meat",445,🌭
"Pork sausage, link/patty, fully cooked, microwaved",54,🍖
"Chicken breast, oven-roasted, fat-free, sliced",645,🌱
"Chicken breast, fat-free, mesquite flavor, sliced",645,🌱
"Pastrami, beef, 98% fat-free",621,🌱
"Bratwurst, pork, beef and turkey, lite, smoked",519,🌱
"Beerwurst, pork and beef",598,🍺
"Frankfurter, pork",503,🌭
"Bratwurst, beef and pork, smoked",405,🍖
"Sausage, pork and beef, with cheddar cheese, smoked",56,🍔
"Sausage, Polish, beef with chicken, hot",539,🌱
"Sausage, Polish, pork and beef, smoked",405,🍖
"Sausage, Italian, sweet, links",377,🌭
"Honey roll sausage, beef",696,🍔
"Sausage, Vienna, canned, chicken, beef, pork",425,🌭
"Salami, dry or hard, pork",94,🍖
"Salami, cooked, turkey",607,🍖
"Sausage, smoked link sausage, pork and beef (nonfat dry milk added)",52,🍖
"Pork sausage, link/patty, unprepared",578,🍖
"Salami, cooked, beef",541,🍖
"Salami, cooked, beef and pork",481,🍖
"Mother's loaf, pork",573,🍞
"Picnic loaf, pork, beef",537,🍞
"Luxury loaf, pork",718,🍞
"Pate, goose liver, smoked, canned",567,🍗
"Pastrami, turkey",715,🌱
"Pate, liver, not specified, canned",582,🍽
"Pate, chicken liver, canned",694,🌱
"Olive loaf, pork",419,🍞
"Soup, cream of potato, canned, prepared with equal volume water",34,🌱
"Soup, pea, split with ham, canned, prepared with equal volume water",18,🌱
"Soup, minestrone, canned, prepared with equal volume water",64,🌱
"Soup, chicken gumbo, canned, prepared with equal volume water",4,🌱
"Soup, cream of celery, canned, prepared with equal volume water",32,🌱
"Soup, bean with frankfurters, canned, prepared with equal volume water",223,🌱
"Soup, pea, green, canned, prepared with equal volume milk",225,🌱
"CAMPBELL'S, Cream of Mushroom Soup, condensed",37,🌱
"Soup, cream of potato, canned, prepared with equal volume milk",112,🌱
"Soup, tomato bisque, canned, prepared with equal volume milk",108,🌱
"Soup, cream of celery, canned, prepared with equal volume milk",11,🌱
